id,awb,courier,date,weight,zone,amount,cod,status
4105464,31150410373671,Delhivery,2026-08-07,1.5,Rajasthan,84.96,0.0,in_transit
4105465,7D135998548,DTDC,2026-08-07,0.1,Kerala,29.5,0.0,in_transit
4105466,DBTP0000029208,Ekart Logistics,2026-08-07,1.0,Uttarakhand,37.76,0.0,in_transit
4105467,77115342522,BlueDart,2026-08-07,0.02,West Bengal,34.69,0.0,in_transit
4105468,26022370057910,Shree Maruti,2026-08-07,1.0,Gujarat,23.6,0.0,delivered
4105469,77115342533,BlueDart,2026-08-07,1.0,Maharashtra,43.37,0.0,delivered
4105470,77115342544,BlueDart,2026-08-07,0.04,Maharashtra,34.69,0.0,in_transit
4105471,77115342555,BlueDart,2026-08-07,0.25,Delhi,34.69,0.0,in_transit
4105472,7D135998549,DTDC,2026-08-07,2.0,Uttar Pradesh,66.08,0.0,in_transit
4105473,7D135998550,DTDC,2026-08-07,2.0,West Bengal,66.08,0.0,in_transit
4105534,77115347271,BlueDart,2026-08-07,2.0,Maharashtra,64.43,0.0,delivered
4105535,26022370057917,Shree Maruti,2026-08-07,0.51,Gujarat,23.6,0.0,delivered
4105474,77115347013,BlueDart,2026-08-07,0.04,Uttar Pradesh,34.69,0.0,in_transit
4105475,DBLP0000034927,Ekart Logistics,2026-08-07,4.0,Punjab,79.06,0.0,in_transit
4105476,34791187330385,ShipRocket,2026-08-07,0.17,Karnataka,29.5,0.0,pending
4105477,77115347024,BlueDart,2026-08-07,0.12,Uttar Pradesh,34.69,0.0,in_transit
4105478,77115347035,BlueDart,2026-08-07,0.2,Karnataka,34.69,0.0,in_transit
4105479,500704179002,Trackon,2026-08-07,3.0,Kerala,54.28,0.0,in_transit
4105480,DBLP0000034929,Ekart Logistics,2026-08-07,5.0,Telangana,96.76,0.0,in_transit
4105481,77115347046,BlueDart,2026-08-07,0.22,Jharkhand,34.69,0.0,in_transit
4105482,77115347050,BlueDart,2026-08-07,1.0,Uttar Pradesh,43.37,0.0,delivered
4105483,26022370057911,Shree Maruti,2026-08-07,1.0,Gujarat,23.6,0.0,delivered
4105484,DBLP0000034931,Ekart Logistics,2026-08-07,4.0,Karnataka,79.06,0.0,in_transit
4105485,34791187330411,ShipRocket,2026-08-07,0.01,Maharashtra,29.5,0.0,in_transit
4105486,77115347061,BlueDart,2026-08-07,0.5,Karnataka,34.69,0.0,in_transit
4105487,DBLP0000034933,Ekart Logistics,2026-08-07,4.0,Punjab,79.06,0.0,in_transit
4105488,77115347072,BlueDart,2026-08-07,0.12,Maharashtra,34.69,0.0,pending
4105489,77115347083,BlueDart,2026-08-07,0.11,Chhattisgarh,34.69,0.0,in_transit
4105490,500704178984,Trackon,2026-08-07,3.0,Karnataka,54.28,0.0,in_transit
4105491,DBLP0000034935,Ekart Logistics,2026-08-07,4.0,Maharashtra,79.06,0.0,in_transit
4105492,DBTP0000029209,Ekart Logistics,2026-08-07,1.0,Bihar,37.76,0.0,in_transit
4105493,77115347094,BlueDart,2026-08-07,0.25,West Bengal,34.69,0.0,in_transit
4105494,77115347105,BlueDart,2026-08-07,0.12,Uttar Pradesh,34.69,0.0,in_transit
4105495,DBTP0000029210,Ekart Logistics,2026-08-07,1.0,Karnataka,37.76,0.0,in_transit
4105496,DBLP0000034937,Ekart Logistics,2026-08-07,4.0,Uttarakhand,79.06,0.0,in_transit
4105497,77115347116,BlueDart,2026-08-07,0.14,Madhya Pradesh,34.69,0.0,in_transit
4105498,77115347120,BlueDart,2026-08-07,0.25,Haryana,34.69,0.0,in_transit
4105499,77115347131,BlueDart,2026-08-07,0.02,West Bengal,34.69,0.0,in_transit
4105500,77115347142,BlueDart,2026-08-07,0.5,Maharashtra,34.69,0.0,delivered
4105501,500704179020,Trackon,2026-08-07,3.0,Maharashtra,54.28,0.0,in_transit
4105502,77115347153,BlueDart,2026-08-07,1.0,Tamil Nadu,43.37,0.0,in_transit
4105503,26022370057912,Shree Maruti,2026-08-07,0.1,Gujarat,23.6,0.0,delivered
4105504,7D135998552,DTDC,2026-08-07,2.0,Kerala,66.08,0.0,in_transit
4105505,77115347164,BlueDart,2026-08-07,0.13,Tamil Nadu,34.69,0.0,in_transit
4105506,77115347175,BlueDart,2026-08-07,0.25,West Bengal,34.69,0.0,in_transit
4105507,77115347186,BlueDart,2026-08-07,0.25,Haryana,34.69,0.0,pending
4105508,77115347190,BlueDart,2026-08-07,0.25,Telangana,34.69,0.0,in_transit
4105509,500704178993,Trackon,2026-08-07,3.0,Karnataka,54.28,0.0,in_transit
4105510,500623289891,Trackon,2026-08-07,0.5,Maharashtra,31.86,0.0,in_transit
4105511,26022370057913,Shree Maruti,2026-08-07,0.5,Gujarat,23.6,0.0,pending
4105512,77115347212,BlueDart,2026-08-07,0.09,Kerala,34.69,0.0,in_transit
4105513,26022370057914,Shree Maruti,2026-08-07,0.25,Gujarat,23.6,0.0,pending
4106921,7D132218168,DTDC,2026-08-07,0.05,Maharashtra,29.5,0.0,in_transit
4105514,DBLP0000034939,Ekart Logistics,2026-08-07,5.0,Karnataka,96.76,0.0,in_transit
4105515,77115347223,BlueDart,2026-08-07,0.21,Andhra Pradesh,34.69,0.0,in_transit
4105516,DBLP0000034941,Ekart Logistics,2026-08-07,8.0,Maharashtra,149.86,0.0,in_transit
4105517,77115347234,BlueDart,2026-08-07,1.0,Haryana,43.37,0.0,discrepancy
4105518,DBTP0000029211,Ekart Logistics,2026-08-07,1.0,Karnataka,37.76,0.0,in_transit
4105519,DBTP0000029212,Ekart Logistics,2026-08-07,1.0,West Bengal,37.76,0.0,pending
4105520,26022370057915,Shree Maruti,2026-08-07,0.08,Gujarat,23.6,0.0,delivered
4105521,7D135998553,DTDC,2026-08-07,1.5,Uttar Pradesh,66.08,0.0,in_transit
4105522,DBTP0000029213,Ekart Logistics,2026-08-07,1.0,Maharashtra,37.76,0.0,pending
4105523,DBLP0000034943,Ekart Logistics,2026-08-07,5.0,Maharashtra,96.76,0.0,in_transit
4106925,7D132218171,DTDC,2026-08-07,0.15,Karnataka,29.5,0.0,in_transit
4105524,26022370057916,Shree Maruti,2026-08-07,0.2,Gujarat,23.6,0.0,pending
4105525,77115347245,BlueDart,2026-08-07,0.14,Haryana,34.69,0.0,in_transit
4105526,DBTP0000029214,Ekart Logistics,2026-08-07,1.0,Delhi,37.76,0.0,in_transit
4105527,500623289882,Trackon,2026-08-07,0.5,Uttarakhand,31.86,0.0,in_transit
4105528,7D135998554,DTDC,2026-08-07,1.0,Maharashtra,51.92,0.0,in_transit
4105529,7D135998555,DTDC,2026-08-07,2.0,West Bengal,66.08,0.0,in_transit
4105530,284931171473885,ShipRocket,2026-08-07,0.25,Uttar Pradesh,29.5,0.0,pending
4105531,77115347256,BlueDart,2026-08-07,0.03,Andhra Pradesh,34.69,0.0,in_transit
4105532,500704179011,Trackon,2026-08-07,1.0,Gujarat,44.84,0.0,delivered
4105533,77115347260,BlueDart,2026-08-07,0.25,Karnataka,34.69,0.0,delivered
4105536,77115355376,BlueDart,2026-08-07,0.5,Uttar Pradesh,34.69,0.0,in_transit
4105537,77115355380,BlueDart,2026-08-07,0.04,Uttar Pradesh,34.69,0.0,in_transit
4105538,DBTP0000029215,Ekart Logistics,2026-08-07,1.5,Madhya Pradesh,37.76,0.0,in_transit
4105539,7D135998556,DTDC,2026-08-07,3.0,Maharashtra,79.06,0.0,in_transit
4105540,77115355391,BlueDart,2026-08-07,0.25,Madhya Pradesh,34.69,0.0,delivered
4105541,77115355402,BlueDart,2026-08-07,2.0,West Bengal,64.43,0.0,in_transit
4105542,77115355413,BlueDart,2026-08-07,0.25,Uttarakhand,34.69,0.0,pending
4105543,7D135998557,DTDC,2026-08-07,1.5,Rajasthan,66.08,0.0,in_transit
4105544,77115355424,BlueDart,2026-08-07,0.25,Kerala,34.69,0.0,in_transit
4105545,77115355435,BlueDart,2026-08-07,0.25,Telangana,34.69,0.0,pending
4105546,500704179047,Trackon,2026-08-07,4.0,Gujarat,59.0,0.0,delivered
4105547,77115355446,BlueDart,2026-08-07,3.0,Himachal Pradesh,64.43,0.0,in_transit
4105548,77115355450,BlueDart,2026-08-07,0.03,Kerala,34.69,0.0,in_transit
4105549,DBTP0000029216,Ekart Logistics,2026-08-07,1.0,Bihar,37.76,0.0,in_transit
4105550,7D135998558,DTDC,2026-08-07,3.0,West Bengal,79.06,0.0,in_transit
4105551,26022370057918,Shree Maruti,2026-08-07,0.06,Gujarat,23.6,0.0,delivered
4105552,77115355472,BlueDart,2026-08-07,0.25,Tamil Nadu,34.69,0.0,in_transit
4105553,500623289900,Trackon,2026-08-07,0.5,Maharashtra,31.86,0.0,delivered
4105554,34791187331682,ShipRocket,2026-08-07,0.07,Odisha,29.5,0.0,in_transit
4105555,77115355483,BlueDart,2026-08-07,0.19,Maharashtra,34.69,0.0,pending
4105556,77115355494,BlueDart,2026-08-07,0.15,West Bengal,34.69,0.0,in_transit
4105557,DBTP0000029217,Ekart Logistics,2026-08-07,1.0,Delhi,37.76,0.0,in_transit
4105558,34791187331693,ShipRocket,2026-08-07,0.25,Chhattisgarh,29.5,0.0,in_transit
4105559,7D135998559,DTDC,2026-08-07,0.5,Telangana,29.5,0.0,in_transit
4105560,7D135998560,DTDC,2026-08-07,2.0,Andhra Pradesh,66.08,0.0,in_transit
4105561,77115355505,BlueDart,2026-08-07,0.05,West Bengal,34.69,0.0,in_transit
4105562,7D135998561,DTDC,2026-08-07,0.5,Delhi,29.5,0.0,in_transit
4105563,7D135998567,DTDC,2026-08-07,0.09,Rajasthan,29.5,0.0,in_transit
4105564,DBLP0000034945,Ekart Logistics,2026-08-07,5.0,Maharashtra,96.76,0.0,in_transit
4105565,DBLP0000034947,Ekart Logistics,2026-08-07,4.0,Maharashtra,79.06,0.0,in_transit
4105566,7D135998562,DTDC,2026-08-07,3.0,Karnataka,79.06,0.0,in_transit
4105567,77115355516,BlueDart,2026-08-07,0.25,Andhra Pradesh,34.69,0.0,in_transit
4105568,77115355520,BlueDart,2026-08-07,0.07,Tamil Nadu,34.69,0.0,in_transit
4105569,DBTP0000029218,Ekart Logistics,2026-08-07,1.5,Bihar,37.76,0.0,in_transit
4105570,77115355531,BlueDart,2026-08-07,0.03,Karnataka,34.69,0.0,delivered
4105571,500704179038,Trackon,2026-08-07,1.5,Gujarat,44.84,0.0,delivered
4105572,77115355542,BlueDart,2026-08-07,0.25,Uttar Pradesh,34.69,0.0,in_transit
4105573,DBTP0000029219,Ekart Logistics,2026-08-07,1.0,Delhi,37.76,0.0,in_transit
4105574,7D135998563,DTDC,2026-08-07,2.0,Maharashtra,66.08,0.0,in_transit
4105575,77115355553,BlueDart,2026-08-07,0.03,Andhra Pradesh,34.69,0.0,in_transit
4105576,77115355564,BlueDart,2026-08-07,0.25,Jharkhand,34.69,0.0,in_transit
4105577,7D135998564,DTDC,2026-08-07,1.0,Uttar Pradesh,51.92,0.0,in_transit
4105578,77115355575,BlueDart,2026-08-07,0.04,Kerala,34.69,0.0,in_transit
4105579,DBTP0000029220,Ekart Logistics,2026-08-07,1.0,Madhya Pradesh,37.76,0.0,in_transit
4105580,DBTP0000029221,Ekart Logistics,2026-08-07,1.0,Bihar,37.76,0.0,in_transit
4105581,DBTP0000029222,Ekart Logistics,2026-08-07,1.0,Maharashtra,37.76,0.0,in_transit
4105582,7D135998565,DTDC,2026-08-07,0.5,Karnataka,29.5,0.0,in_transit
4105583,34791187331726,ShipRocket,2026-08-07,0.21,Karnataka,29.5,0.0,in_transit
4105584,26022370057919,Shree Maruti,2026-08-07,0.25,Gujarat,23.6,0.0,pending
4105585,77115355586,BlueDart,2026-08-07,0.06,Madhya Pradesh,34.69,0.0,delivered
4105586,26022370057920,Shree Maruti,2026-08-07,0.03,Gujarat,23.6,0.0,delivered
4105587,DBTP0000029223,Ekart Logistics,2026-08-07,1.0,Uttarakhand,37.76,0.0,in_transit
4105588,DBLP0000034949,Ekart Logistics,2026-08-07,6.0,Kerala,114.46,0.0,in_transit
4105589,77115355590,BlueDart,2026-08-07,0.06,Madhya Pradesh,34.69,0.0,pending
4105590,7D135998566,DTDC,2026-08-07,1.5,Tamil Nadu,66.08,0.0,in_transit
4105591,77115355601,BlueDart,2026-08-07,0.01,Maharashtra,34.69,0.0,in_transit
4105592,26022370057921,Shree Maruti,2026-08-07,0.1,Gujarat,23.6,0.0,delivered
4105593,500704179056,Trackon,2026-08-07,3.0,West Bengal,54.28,0.0,in_transit
4105746,34791187372256,ShipRocket,2026-08-07,0.23,West Bengal,29.5,0.0,in_transit
4105748,7D135998807,DTDC,2026-08-07,1.0,Haryana,51.92,0.0,in_transit
4105750,26022370057926,Shree Maruti,2026-08-07,0.12,Gujarat,23.6,0.0,delivered
4105752,DBTP0000029227,Ekart Logistics,2026-08-07,1.5,Jharkhand,37.76,0.0,in_transit
4105754,DBTP0000029228,Ekart Logistics,2026-08-07,1.0,Kerala,37.76,0.0,in_transit
4105756,26022370057928,Shree Maruti,2026-08-07,0.24,Gujarat,23.6,0.0,pending
4105758,7D135998571,DTDC,2026-08-07,0.5,Kerala,29.5,0.0,in_transit
4105760,77115514512,BlueDart,2026-08-07,0.5,Madhya Pradesh,34.69,0.0,delivered
4105762,SSRP6770263153,ShipRocket,2026-08-07,0.14,Rajasthan,29.5,0.0,in_transit
4105765,DBTP0000029231,Ekart Logistics,2026-08-07,1.5,Karnataka,37.76,0.0,in_transit
4106602,DBLP0000035013,Ekart Logistics,2026-08-07,8.0,Assam,149.86,0.0,in_transit
4105767,77115514534,BlueDart,2026-08-07,0.5,Tamil Nadu,34.69,0.0,in_transit
4105769,77115514560,BlueDart,2026-08-07,0.17,Maharashtra,34.69,0.0,in_transit
4105771,7D135998717,DTDC,2026-08-07,0.07,Kerala,29.5,0.0,in_transit
4105773,34791187372293,ShipRocket,2026-08-07,0.16,Kerala,29.5,0.0,in_transit
4105775,SSRP6773002790,ShipRocket,2026-08-07,0.2,Punjab,29.5,0.0,in_transit
4105777,26022370057932,Shree Maruti,2026-08-07,0.5,Gujarat,23.6,0.0,delivered
4105781,DBTP0000029232,Ekart Logistics,2026-08-07,1.5,Uttar Pradesh,37.76,0.0,pending
4105779,26022370057933,Shree Maruti,2026-08-07,0.03,Gujarat,23.6,0.0,pending
4105783,77115514604,BlueDart,2026-08-07,0.08,Odisha,34.69,0.0,in_transit
4105787,500704179074,Trackon,2026-08-07,3.0,Maharashtra,54.28,0.0,in_transit
4105785,500704179704,Trackon,2026-08-07,3.0,Tamil Nadu,54.28,0.0,in_transit
4105789,DBTP0000029233,Ekart Logistics,2026-08-07,1.0,Punjab,37.76,0.0,in_transit
4105791,77115514630,BlueDart,2026-08-07,0.02,Maharashtra,34.69,0.0,in_transit
4105793,77115514652,BlueDart,2026-08-07,0.5,Tamil Nadu,34.69,0.0,in_transit
4105795,77115514674,BlueDart,2026-08-07,0.5,Maharashtra,34.69,0.0,delivered
4105797,31150410373682,Delhivery,2026-08-07,1.0,Gujarat,84.96,0.0,in_transit
4105799,7D135998580,DTDC,2026-08-07,1.0,Maharashtra,51.92,0.0,in_transit
4105801,77115513635,BlueDart,2026-08-07,2.0,Punjab,64.43,0.0,pending
4105803,26022370057939,Shree Maruti,2026-08-07,0.19,Gujarat,23.6,0.0,in_transit
4105805,7D135998581,DTDC,2026-08-07,2.0,Delhi,66.08,0.0,in_transit
4105807,500704179101,Trackon,2026-08-07,3.0,Telangana,54.28,0.0,in_transit
4105809,7D135998582,DTDC,2026-08-07,1.0,Uttar Pradesh,51.92,0.0,in_transit
4105811,26022370057941,Shree Maruti,2026-08-07,0.08,Gujarat,23.6,0.0,pending
4105813,77115513694,BlueDart,2026-08-07,0.5,Tamil Nadu,34.69,0.0,in_transit
4105815,500704179506,Trackon,2026-08-07,3.0,Madhya Pradesh,54.28,0.0,in_transit
4105817,26022370057942,Shree Maruti,2026-08-07,0.25,Gujarat,23.6,0.0,pending
4105819,SSRP6780162573,ShipRocket,2026-08-07,0.25,Maharashtra,29.5,0.0,in_transit
4105821,77115513764,BlueDart,2026-08-07,0.5,Uttar Pradesh,34.69,0.0,in_transit
4105823,DBTP0000029241,Ekart Logistics,2026-08-07,1.0,Delhi,37.76,0.0,in_transit
4105825,77115513775,BlueDart,2026-08-07,0.25,Uttar Pradesh,34.69,0.0,in_transit
4105827,26022370057943,Shree Maruti,2026-08-07,1.0,Gujarat,23.6,0.0,in_transit
4105829,77115513786,BlueDart,2026-08-07,1.0,Karnataka,43.37,0.0,in_transit
4105831,77115513801,BlueDart,2026-08-07,0.5,Delhi,34.69,0.0,in_transit
4105837,500704179614,Trackon,2026-08-07,10.0,Delhi,169.92,0.0,in_transit
4105833,34791187372551,ShipRocket,2026-08-07,0.02,Kerala,29.5,0.0,in_transit
4105835,DBTP0000029242,Ekart Logistics,2026-08-07,1.5,Uttar Pradesh,37.76,0.0,in_transit
4105839,77115513856,BlueDart,2026-08-07,0.25,Uttar Pradesh,34.69,0.0,in_transit
4105841,77115513871,BlueDart,2026-08-07,0.25,Tamil Nadu,34.69,0.0,in_transit
4105843,7D135998719,DTDC,2026-08-07,0.02,Karnataka,29.5,0.0,in_transit
4105845,34791187372573,ShipRocket,2026-08-07,0.14,Karnataka,29.5,0.0,in_transit
4105847,77115513893,BlueDart,2026-08-07,1.0,Karnataka,43.37,0.0,pending
4105849,77115513915,BlueDart,2026-08-07,0.25,Maharashtra,34.69,0.0,delivered
4105851,26022370057946,Shree Maruti,2026-08-07,1.5,Gujarat,44.84,0.0,pending
4105853,34791187372643,ShipRocket,2026-08-07,0.2,Maharashtra,29.5,0.0,in_transit
4105855,77115513985,BlueDart,2026-08-07,0.2,Karnataka,34.69,0.0,in_transit
4105857,77115513996,BlueDart,2026-08-07,0.5,Tamil Nadu,34.69,0.0,in_transit
4105859,26022370057949,Shree Maruti,2026-08-07,0.5,Gujarat,23.6,0.0,in_transit
4105861,500704179128,Trackon,2026-08-07,3.0,Jharkhand,54.28,0.0,in_transit
4105863,26022370057951,Shree Maruti,2026-08-07,0.5,Gujarat,23.6,0.0,delivered
4105865,DBTP0000029245,Ekart Logistics,2026-08-07,1.0,Tamil Nadu,37.76,0.0,in_transit
4105867,34791187372735,ShipRocket,2026-08-07,0.05,Haryana,29.5,0.0,in_transit
4105869,DBLP0000034963,Ekart Logistics,2026-08-07,6.0,Rajasthan,114.46,0.0,in_transit
4105871,7D135998587,DTDC,2026-08-07,1.5,Tamil Nadu,66.08,0.0,in_transit
4105873,26022370057959,Shree Maruti,2026-08-07,0.5,Gujarat,23.6,0.0,pending
4105875,77115515326,BlueDart,2026-08-07,0.14,Punjab,34.69,0.0,in_transit
4105877,77115515341,BlueDart,2026-08-07,0.25,Uttar Pradesh,34.69,0.0,pending
4105879,26022370057960,Shree Maruti,2026-08-08,0.03,Gujarat,23.6,0.0,delivered
4106956,77115581174,BlueDart,2026-08-08,0.25,Tamil Nadu,34.69,0.0,in_transit
4105882,26022370057961,Shree Maruti,2026-08-08,0.07,Gujarat,23.6,0.0,delivered
4105884,77115515396,BlueDart,2026-08-08,0.5,Karnataka,34.69,0.0,in_transit
4105886,26022370057962,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,pending
4105888,500704179515,Trackon,2026-08-08,2.0,Telangana,54.28,0.0,in_transit
4105890,7D135998595,DTDC,2026-08-08,1.0,Madhya Pradesh,51.92,0.0,in_transit
4105892,7D135998596,DTDC,2026-08-08,1.5,Madhya Pradesh,66.08,0.0,pending
4105894,77115515422,BlueDart,2026-08-08,0.25,Rajasthan,34.69,0.0,in_transit
4105896,26022370057964,Shree Maruti,2026-08-08,1.0,Gujarat,23.6,0.0,pending
4105898,DBTP0000029257,Ekart Logistics,2026-08-08,1.5,Kerala,37.76,0.0,in_transit
4105900,DBLP0000034975,Ekart Logistics,2026-08-08,6.0,Andhra Pradesh,114.46,0.0,in_transit
4105902,500704179164,Trackon,2026-08-08,3.0,Karnataka,54.28,0.0,in_transit
4105904,77115515455,BlueDart,2026-08-08,0.1,Kerala,34.69,0.0,in_transit
4105906,34791187372901,ShipRocket,2026-08-08,0.25,Maharashtra,29.5,0.0,in_transit
4105908,500704179668,Trackon,2026-08-08,3.0,Uttar Pradesh,54.28,0.0,in_transit
4105910,77115515481,BlueDart,2026-08-08,0.5,Madhya Pradesh,34.69,0.0,delivered
4105912,77115515514,BlueDart,2026-08-08,0.5,Maharashtra,34.69,0.0,in_transit
4105914,500623290224,Trackon,2026-08-08,0.5,Delhi,31.86,0.0,pending
4105916,7D135998598,DTDC,2026-08-08,0.5,Uttar Pradesh,29.5,0.0,in_transit
4105918,77115515536,BlueDart,2026-08-08,0.14,Kerala,34.69,0.0,in_transit
4105920,77115515551,BlueDart,2026-08-08,0.1,Maharashtra,34.69,0.0,in_transit
4105922,7D135998599,DTDC,2026-08-08,2.0,West Bengal,66.08,0.0,in_transit
4105924,77115516295,BlueDart,2026-08-08,1.0,Maharashtra,43.37,0.0,delivered
4105926,26022370057973,Shree Maruti,2026-08-08,0.2,Gujarat,23.6,0.0,pending
4105928,DBTP0000029263,Ekart Logistics,2026-08-08,1.5,Maharashtra,37.76,0.0,pending
4105930,26022370057974,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,pending
4105932,77115516306,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,delivered
4105934,7D135998613,DTDC,2026-08-08,1.0,Andhra Pradesh,51.92,0.0,in_transit
4105936,77115516321,BlueDart,2026-08-08,0.03,Uttar Pradesh,34.69,0.0,in_transit
4105940,DBTP0000029264,Ekart Logistics,2026-08-08,1.5,West Bengal,37.76,0.0,in_transit
4105938,77115516332,BlueDart,2026-08-08,0.12,Kerala,34.69,0.0,in_transit
4105942,77115516343,BlueDart,2026-08-08,0.13,Maharashtra,34.69,0.0,in_transit
4105944,77115516354,BlueDart,2026-08-08,0.25,Maharashtra,34.69,0.0,in_transit
4105946,DBTP0000029266,Ekart Logistics,2026-08-08,1.0,Odisha,37.76,0.0,in_transit
4105948,7D135998616,DTDC,2026-08-08,2.0,Andhra Pradesh,66.08,0.0,in_transit
4105950,DBTP0000029267,Ekart Logistics,2026-08-08,1.5,Madhya Pradesh,37.76,0.0,in_transit
4105952,DBTP0000029269,Ekart Logistics,2026-08-08,1.0,Andhra Pradesh,37.76,0.0,in_transit
4105954,77115516391,BlueDart,2026-08-08,1.0,Delhi,43.37,0.0,delivered
4105956,26022370057975,Shree Maruti,2026-08-08,0.22,Gujarat,23.6,0.0,pending
4105958,500704179191,Trackon,2026-08-08,3.0,Karnataka,54.28,0.0,in_transit
4105960,77115516413,BlueDart,2026-08-08,0.25,Karnataka,34.69,0.0,discrepancy
4105962,26022370057976,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,delivered
4105964,7D135998618,DTDC,2026-08-08,2.0,Jharkhand,66.08,0.0,in_transit
4105966,500623289963,Trackon,2026-08-08,0.5,Delhi,31.86,0.0,delivered
4105968,7D135998621,DTDC,2026-08-08,0.5,Maharashtra,29.5,0.0,in_transit
4105970,77115516424,BlueDart,2026-08-08,0.09,Gujarat,34.69,0.0,delivered
4105972,77115516435,BlueDart,2026-08-08,0.25,West Bengal,34.69,0.0,in_transit
4105974,DBTP0000029277,Ekart Logistics,2026-08-08,1.5,Tamil Nadu,37.76,0.0,in_transit
4105976,500623289972,Trackon,2026-08-08,0.5,Rajasthan,31.86,0.0,in_transit
4105978,26022370057969,Shree Maruti,2026-08-08,0.11,Gujarat,23.6,0.0,delivered
4105980,77115517835,BlueDart,2026-08-08,0.25,Kerala,34.69,0.0,in_transit
4105982,DBTP0000029278,Ekart Logistics,2026-08-08,1.0,Madhya Pradesh,37.76,0.0,delivered
4105984,DBTP0000029234,Ekart Logistics,2026-08-08,1.0,Bihar,37.76,0.0,in_transit
4105986,77115514685,BlueDart,2026-08-08,0.13,Maharashtra,34.69,0.0,in_transit
4105988,DBLP0000034955,Ekart Logistics,2026-08-08,5.0,Andhra Pradesh,96.76,0.0,pending
4105990,7D135998720,DTDC,2026-08-08,0.5,Uttar Pradesh,29.5,0.0,in_transit
4105992,500704179623,Trackon,2026-08-08,2.0,Rajasthan,54.28,0.0,delivered
4105994,DBTP0000029236,Ekart Logistics,2026-08-08,0.5,Gujarat,37.76,0.0,in_transit
4105996,77115514700,BlueDart,2026-08-08,0.21,Kerala,34.69,0.0,in_transit
4105998,34791187372470,ShipRocket,2026-08-08,0.25,Punjab,29.5,0.0,in_transit
4106000,DBTP0000029237,Ekart Logistics,2026-08-08,1.0,Tamil Nadu,37.76,0.0,in_transit
4106002,500704179083,Trackon,2026-08-08,3.0,Karnataka,54.28,0.0,in_transit
4106004,500623289927,Trackon,2026-08-08,0.5,Maharashtra,31.86,0.0,delivered
4106008,7D135998575,DTDC,2026-08-08,1.0,Karnataka,51.92,0.0,in_transit
4106006,77115514733,BlueDart,2026-08-08,0.01,Haryana,34.69,0.0,in_transit
4106010,1904076615835,ShipRocket,2026-08-08,2.0,West Bengal,76.7,0.0,in_transit
4106012,77115514766,BlueDart,2026-08-08,0.22,West Bengal,34.69,0.0,in_transit
4106014,7D135998577,DTDC,2026-08-08,0.5,Andhra Pradesh,29.5,0.0,in_transit
4105594,77115513425,BlueDart,2026-08-08,2.0,Delhi,64.43,0.0,in_transit
4105597,26022370057938,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,pending
4105596,26022370057937,Shree Maruti,2026-08-08,0.5,Gujarat,23.6,0.0,in_transit
4105599,77115513473,BlueDart,2026-08-08,0.03,West Bengal,34.69,0.0,in_transit
4105601,77115513484,BlueDart,2026-08-08,0.15,Madhya Pradesh,34.69,0.0,delivered
4105603,77115513506,BlueDart,2026-08-08,0.1,Maharashtra,34.69,0.0,in_transit
4105605,DBLP0000034959,Ekart Logistics,2026-08-08,4.0,Karnataka,79.06,0.0,pending
4105607,77115513521,BlueDart,2026-08-08,0.25,Karnataka,34.69,0.0,in_transit
4105608,SSRP6778825914,ShipRocket,2026-08-08,0.12,Chhattisgarh,29.5,0.0,in_transit
4105610,7D135998579,DTDC,2026-08-08,2.0,Maharashtra,66.08,0.0,in_transit
4105612,77115513543,BlueDart,2026-08-08,0.25,Telangana,34.69,0.0,in_transit
4105614,7D135998716,DTDC,2026-08-08,2.0,Andhra Pradesh,66.08,0.0,in_transit
4105616,500704179461,Trackon,2026-08-08,3.0,Uttarakhand,54.28,0.0,in_transit
4105618,500704179596,Trackon,2026-08-08,3.0,Delhi,54.28,0.0,in_transit
4105620,500704179137,Trackon,2026-08-08,3.0,Maharashtra,54.28,0.0,in_transit
4105622,500704179470,Trackon,2026-08-08,3.0,Haryana,54.28,0.0,in_transit
4105624,77115515046,BlueDart,2026-08-08,0.5,Telangana,34.69,0.0,in_transit
4105626,500623290206,Trackon,2026-08-08,0.5,Karnataka,31.86,0.0,in_transit
4105628,7D135998588,DTDC,2026-08-08,5.0,Rajasthan,112.1,0.0,in_transit
4105630,DBLP0000034967,Ekart Logistics,2026-08-08,8.0,Haryana,149.86,0.0,pending
4105632,34791187372864,ShipRocket,2026-08-08,0.17,Uttar Pradesh,29.5,0.0,in_transit
4105634,77115515061,BlueDart,2026-08-08,0.24,Uttar Pradesh,34.69,0.0,delivered
4105636,77115515083,BlueDart,2026-08-08,0.5,Karnataka,34.69,0.0,in_transit
4105638,77115515094,BlueDart,2026-08-08,0.08,Uttar Pradesh,34.69,0.0,pending
4105640,77115515105,BlueDart,2026-08-08,0.5,Punjab,34.69,0.0,delivered
4105642,26022370057955,Shree Maruti,2026-08-08,0.25,Gujarat,23.6,0.0,in_transit
4105644,26022370057956,Shree Maruti,2026-08-08,0.04,Gujarat,23.6,0.0,in_transit
4105646,7D135998590,DTDC,2026-08-08,2.0,Telangana,66.08,0.0,in_transit
