id,awb,courier,date,weight,zone,amount,cod,status
4132627,500704195274,Trackon,2026-08-11,3.0,Gujarat,44.84,0.0,pending
4132629,77120523594,BlueDart,2026-08-11,0.25,Delhi,34.69,0.0,pending
4132632,77120523605,BlueDart,2026-08-11,0.25,Delhi,34.69,0.0,in_transit
4131459,77120453163,BlueDart,2026-08-11,0.39,HIMACHAL PRADESH,34.69,0.0,in_transit
4131460,77120453174,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131461,77120453185,BlueDart,2026-08-11,0.15,RAJASTHAN,34.69,0.0,in_transit
4131462,31150310674645,Delhivery,2026-08-11,0.15,ANDAMAN & NICOBAR ISLANDS,36.58,0.0,in_transit
4131463,77120453196,BlueDart,2026-08-11,0.15,TELANGANA,34.69,0.0,in_transit
4131464,77120453200,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131465,7X102691463,DTDC,2026-08-11,0.18,ANDHRA PRADESH,40.12,0.0,pending
4131466,77120453211,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131467,77120453222,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131468,77120453233,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131469,77120453244,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131470,77120453255,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131471,77120453266,BlueDart,2026-08-11,0.15,MADHYA PRADESH,34.69,0.0,in_transit
4131472,77120453281,BlueDart,2026-08-11,0.15,MADHYA PRADESH,34.69,0.0,in_transit
4131473,77120453303,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4131474,77120453340,BlueDart,2026-08-11,0.16,UTTAR PRADESH,34.69,0.0,in_transit
4131475,77120453373,BlueDart,2026-08-11,0.15,ANDHRA PRADESH,34.69,0.0,in_transit
4131476,7X102691464,DTDC,2026-08-11,0.15,MAHARASHTRA,40.12,0.0,pending
4131477,CG238005609IN,India Post,2026-08-11,0.15,UTTAR PRADESH,115.0,0.0,pending
4131478,77120453384,BlueDart,2026-08-11,0.39,MADHYA PRADESH,34.69,0.0,in_transit
4131479,31150310674656,Delhivery,2026-08-11,0.15,ANDAMAN & NICOBAR ISLANDS,36.58,0.0,in_transit
4131480,77120453395,BlueDart,2026-08-11,0.15,JHARKHAND,34.69,0.0,in_transit
4131481,7X102691470,DTDC,2026-08-11,0.15,UTTAR PRADESH,40.12,0.0,pending
4131482,31150310674660,Delhivery,2026-08-11,0.15,ANDAMAN & NICOBAR ISLANDS,36.58,0.0,in_transit
4131483,77120453406,BlueDart,2026-08-11,0.15,HARYANA,34.69,0.0,in_transit
4131484,77120453410,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131485,77120453432,BlueDart,2026-08-11,0.3,BIHAR,34.69,0.0,in_transit
4131486,77120453443,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131487,7X102691465,DTDC,2026-08-11,0.15,MAHARASHTRA,40.12,0.0,pending
4131488,7X102691466,DTDC,2026-08-11,0.15,ANDHRA PRADESH,40.12,0.0,pending
4131489,77120453454,BlueDart,2026-08-11,0.15,ANDHRA PRADESH,34.69,0.0,in_transit
4131490,77120453465,BlueDart,2026-08-11,0.19,UTTAR PRADESH,34.69,0.0,in_transit
4131491,77120453476,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131492,7X102691471,DTDC,2026-08-11,0.15,MAHARASHTRA,40.12,0.0,pending
4131493,CG238005612IN,India Post,2026-08-11,0.15,UTTARAKHAND,115.0,0.0,pending
4131494,77120453480,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131495,77120453502,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131496,77120453513,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4131497,77120453524,BlueDart,2026-08-11,0.15,TELANGANA,34.69,0.0,in_transit
4131498,77120453535,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131499,77120453546,BlueDart,2026-08-11,0.15,UTTARAKHAND,34.69,0.0,in_transit
4131500,77120453561,BlueDart,2026-08-11,0.15,DELHI,34.69,0.0,in_transit
4131501,7X102691467,DTDC,2026-08-11,0.15,RAJASTHAN,40.12,0.0,pending
4131502,31150310674671,Delhivery,2026-08-11,0.15,ANDAMAN & NICOBAR ISLANDS,36.58,0.0,in_transit
4131503,77120453572,BlueDart,2026-08-11,0.3,UTTAR PRADESH,34.69,0.0,in_transit
4131504,77120453583,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131505,77120453594,BlueDart,2026-08-11,0.15,RAJASTHAN,34.69,0.0,in_transit
4131506,7X102691472,DTDC,2026-08-11,0.15,UTTAR PRADESH,40.12,0.0,pending
4131507,77120453616,BlueDart,2026-08-11,0.15,ODISHA,34.69,0.0,in_transit
4131508,77120453620,BlueDart,2026-08-11,0.15,MADHYA PRADESH,34.69,0.0,in_transit
4131509,77120453631,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4131510,77120453653,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131511,77120453675,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131512,77120453690,BlueDart,2026-08-11,0.15,TELANGANA,34.69,0.0,in_transit
4131513,77120453701,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131514,77120453712,BlueDart,2026-08-11,0.15,HARYANA,34.69,0.0,in_transit
4131515,77120453734,BlueDart,2026-08-11,0.15,HARYANA,34.69,0.0,in_transit
4131516,77120453756,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131517,77120453760,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131518,77120453771,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131519,77120453782,BlueDart,2026-08-11,0.15,HIMACHAL PRADESH,34.69,0.0,in_transit
4131520,77120453852,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131521,77120453874,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131522,77120453885,BlueDart,2026-08-11,0.15,HIMACHAL PRADESH,34.69,0.0,in_transit
4132633,77120523620,BlueDart,2026-08-11,0.25,West Bengal,34.69,0.0,pending
4131523,77120453896,BlueDart,2026-08-11,0.15,HARYANA,34.69,0.0,in_transit
4131524,77120453900,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131525,77120453911,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4131526,77120453944,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131527,77120453955,BlueDart,2026-08-11,0.15,RAJASTHAN,34.69,0.0,in_transit
4131528,77120453966,BlueDart,2026-08-11,0.3,WEST BENGAL,34.69,0.0,in_transit
4131900,7D132218292,DTDC,2026-08-11,0.25,Maharashtra,29.5,0.0,in_transit
4131529,77120453970,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131530,77120453981,BlueDart,2026-08-11,0.15,HIMACHAL PRADESH,34.69,0.0,in_transit
4131531,77120454014,BlueDart,2026-08-11,0.15,TELANGANA,34.69,0.0,in_transit
4131532,77120454036,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131533,7X102691468,DTDC,2026-08-11,0.15,JAMMU & KASHMIR,40.12,0.0,pending
4131534,77120454040,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131535,77120454051,BlueDart,2026-08-11,0.3,MADHYA PRADESH,34.69,0.0,in_transit
4131536,77120454062,BlueDart,2026-08-11,0.15,HARYANA,34.69,0.0,in_transit
4131537,7X102691469,DTDC,2026-08-11,0.15,JAMMU & KASHMIR,40.12,0.0,pending
4131538,77120454084,BlueDart,2026-08-11,0.38,MAHARASHTRA,34.69,0.0,in_transit
4131539,77120454110,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131540,77120454121,BlueDart,2026-08-11,0.15,BIHAR,34.69,0.0,in_transit
4131541,77120454132,BlueDart,2026-08-11,0.18,KERALA,34.69,0.0,in_transit
4131542,77120454143,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131543,77120454154,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131544,7X102691473,DTDC,2026-08-11,0.3,GUJARAT,40.12,0.0,pending
4131545,77120454176,BlueDart,2026-08-11,0.15,TELANGANA,34.69,0.0,in_transit
4131546,77120454180,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131547,77120454191,BlueDart,2026-08-11,0.47,MAHARASHTRA,34.69,0.0,in_transit
4131548,77120454213,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4132635,77120523631,BlueDart,2026-08-11,0.1,West Bengal,34.69,0.0,pending
4131549,77120454224,BlueDart,2026-08-11,0.15,KARNATAKA,34.69,0.0,in_transit
4131550,77120454246,BlueDart,2026-08-11,0.15,CHHATTISGARH,34.69,0.0,in_transit
4131551,77120454250,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131552,77120454261,BlueDart,2026-08-11,0.15,UTTAR PRADESH,34.69,0.0,in_transit
4131553,77120454272,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4131554,77120454294,BlueDart,2026-08-11,0.15,RAJASTHAN,34.69,0.0,in_transit
4131555,77120454305,BlueDart,2026-08-11,0.15,MAHARASHTRA,34.69,0.0,in_transit
4132637,77120523642,BlueDart,2026-08-11,0.04,Haryana,34.69,0.0,pending
4132639,DBLP0000037073,Ekart Logistics,2026-08-11,4.0,Uttar Pradesh,79.06,0.0,pending
4132641,31150310674844,Delhivery,2026-08-11,0.5,Bihar,36.58,0.0,pending
4132644,500704195895,Trackon,2026-08-11,3.0,Rajasthan,54.28,0.0,in_transit
4132647,77120523653,BlueDart,2026-08-11,0.25,Delhi,34.69,0.0,pending
4132648,77120523686,BlueDart,2026-08-11,0.22,Maharashtra,34.69,0.0,pending
4132650,34791187747110,ShipRocket,2026-08-11,0.12,Odisha,29.5,0.0,pending
4132653,77120523690,BlueDart,2026-08-11,0.03,Tamil Nadu,34.69,0.0,pending
4132655,31150310674855,Delhivery,2026-08-11,0.5,Sikkim,36.58,0.0,pending
4132657,7D136001534,DTDC,2026-08-11,1.0,Kerala,51.92,0.0,pending
4132659,31150310674866,Delhivery,2026-08-11,0.5,Punjab,36.58,0.0,pending
4132661,77120523712,BlueDart,2026-08-11,0.5,West Bengal,34.69,0.0,pending
4132664,34791187747121,ShipRocket,2026-08-11,0.2,Delhi,29.5,0.0,pending
4132666,34791187747132,ShipRocket,2026-08-11,0.05,Maharashtra,29.5,0.0,pending
4131901,7D132218293,DTDC,2026-08-11,0.04,Maharashtra,29.5,0.0,pending
4132668,500704195571,Trackon,2026-08-11,1.0,Gujarat,44.84,0.0,pending
4132670,77120523734,BlueDart,2026-08-11,0.5,Karnataka,34.69,0.0,pending
4132672,500623300547,Trackon,2026-08-11,0.02,Gujarat,29.5,0.0,pending
4132673,77120523745,BlueDart,2026-08-11,0.25,Madhya Pradesh,34.69,0.0,pending
4132676,77120523756,BlueDart,2026-08-11,0.5,Madhya Pradesh,34.69,0.0,pending
4132678,500623300340,Trackon,2026-08-11,0.5,Gujarat,29.5,0.0,in_transit
4132680,77120632142,BlueDart,2026-08-11,0.1,Gujarat,34.69,0.0,pending
4131594,7X116210080,DTDC,2026-08-11,0.25,Maharashtra,40.12,0.0,pending
4131595,284931172209504,ShipRocket,2026-08-11,0.25,Karnataka,54.28,699.0,in_transit
4131596,284931172209541,ShipRocket,2026-08-11,0.25,Rajasthan,54.28,499.0,pending
4131597,77911743976,BlueDart,2026-08-11,0.06,Telangana,58.29,399.0,in_transit
4131598,I56484663,DTDC,2026-08-11,0.07,Telangana,53.1,499.0,pending
4131599,77911743980,BlueDart,2026-08-11,0.06,Haryana,58.29,399.0,in_transit
4131600,I56484667,DTDC,2026-08-11,0.06,Maharashtra,50.74,399.0,in_transit
4132681,34791187747165,ShipRocket,2026-08-11,0.16,Maharashtra,29.5,0.0,pending
4131601,I56484668,DTDC,2026-08-11,0.06,Kerala,50.74,399.0,in_transit
4131602,77911743991,BlueDart,2026-08-11,0.06,Karnataka,58.29,399.0,in_transit
4131603,77911744002,BlueDart,2026-08-11,0.25,Tamil Nadu,58.29,699.0,pending
4131604,I56484664,DTDC,2026-08-11,0.06,Delhi,53.1,399.0,in_transit
4131605,I56484669,DTDC,2026-08-11,0.06,Haryana,50.74,399.0,in_transit
4131606,77911744466,BlueDart,2026-08-11,0.25,Uttar Pradesh,58.29,729.0,in_transit
4131607,631976,ShipRocket,2026-08-11,0.5,Rajasthan,57.82,699.0,pending
4131608,77911744013,BlueDart,2026-08-11,0.06,Haryana,58.29,399.0,in_transit
4131609,77911744024,BlueDart,2026-08-11,0.06,Maharashtra,58.29,399.0,in_transit
4131610,I56484670,DTDC,2026-08-11,0.06,Tamil Nadu,50.74,399.0,in_transit
4131611,77911744470,BlueDart,2026-08-11,0.25,Telangana,58.29,329.0,in_transit
4131612,34791187751903,ShipRocket,2026-08-11,0.06,Telangana,54.28,399.0,in_transit
4131613,I56484671,DTDC,2026-08-11,0.06,West Bengal,50.74,399.0,in_transit
4131614,I56484672,DTDC,2026-08-11,0.06,Rajasthan,50.74,399.0,in_transit
4131615,77911744035,BlueDart,2026-08-11,0.06,Madhya Pradesh,58.29,399.0,in_transit
4131616,I56484673,DTDC,2026-08-11,0.06,West Bengal,50.74,399.0,in_transit
4131617,77911744046,BlueDart,2026-08-11,0.06,Telangana,58.29,399.0,in_transit
4131618,77911744050,BlueDart,2026-08-11,0.06,Delhi,58.29,399.0,in_transit
4131619,7D136001529,DTDC,2026-08-11,0.5,Delhi,29.5,0.0,in_transit
4131620,77911744481,BlueDart,2026-08-11,1.0,Kerala,66.97,1020.0,in_transit
4131621,34791187743455,ShipRocket,2026-08-11,0.25,Madhya Pradesh,54.28,499.0,in_transit
4131622,77911744492,BlueDart,2026-08-11,0.12,Maharashtra,58.29,439.0,in_transit
4131623,7X116210081,DTDC,2026-08-11,0.14,PUNJAB,40.12,0.0,in_transit
4131624,77911744072,BlueDart,2026-08-11,0.25,Madhya Pradesh,58.29,699.0,in_transit
4131625,633623,ShipRocket,2026-08-11,0.06,Andaman and Nicobar Islands,54.28,599.0,pending
4131626,77911744514,BlueDart,2026-08-11,0.25,Delhi,58.29,316.0,in_transit
4132683,77120523760,BlueDart,2026-08-11,0.07,West Bengal,34.69,0.0,in_transit
4131627,7X116210082,DTDC,2026-08-11,0.04,Kerala,40.12,0.0,in_transit
4131628,7X116210126,DTDC,2026-08-11,0.16,ANDHRA PRADESH,40.12,0.0,in_transit
4131629,77911744525,BlueDart,2026-08-11,0.04,Assam,58.29,599.0,in_transit
4131630,I56484674,DTDC,2026-08-11,0.13,Kerala,50.74,299.0,in_transit
4131631,7D136001530,DTDC,2026-08-11,0.5,JHARKHAND,29.5,0.0,in_transit
4131632,77911744536,BlueDart,2026-08-11,0.24,Meghalaya,58.29,628.2,pending
4131633,7X116210083,DTDC,2026-08-11,4.0,MAHARASHTRA,320.96,0.0,in_transit
4131634,I56484675,DTDC,2026-08-11,0.25,Assam,50.74,699.0,in_transit
4131635,I56484676,DTDC,2026-08-11,0.13,Gujarat,50.74,299.0,in_transit
4131636,7X116210084,DTDC,2026-08-11,0.09,KARNATAKA,40.12,0.0,in_transit
4131637,77911744540,BlueDart,2026-08-11,0.06,Maharashtra,58.29,349.0,in_transit
4131638,77120480603,BlueDart,2026-08-11,0.09,UTTAR PRADESH,34.69,0.0,in_transit
4131639,77911744083,BlueDart,2026-08-11,0.13,Uttar Pradesh,58.29,299.0,in_transit
4131640,34791187743466,ShipRocket,2026-08-11,0.11,West Bengal,54.28,349.0,in_transit
4131641,7X116210085,DTDC,2026-08-11,0.25,MAHARASHTRA,40.12,0.0,in_transit
4131642,7X116210086,DTDC,2026-08-11,0.23,GOA,40.12,0.0,in_transit
4131643,7X116210087,DTDC,2026-08-11,0.23,KARNATAKA,40.12,0.0,in_transit
4131644,7X116210088,DTDC,2026-08-11,0.07,Bihar,40.12,0.0,in_transit
4131645,7X116210089,DTDC,2026-08-11,0.25,West Bengal,40.12,0.0,pending
4131646,DBTC0000029703,Ekart Logistics,2026-08-11,0.25,Gujarat,57.82,599.0,in_transit
4131647,DBTC0000029699,Ekart Logistics,2026-08-11,0.25,Maharashtra,57.82,666.0,pending
4131648,7X116210090,DTDC,2026-08-11,0.25,MAHARASHTRA,40.12,0.0,in_transit
4132685,7D136001535,DTDC,2026-08-11,2.0,Rajasthan,66.08,0.0,pending
4131649,77911744094,BlueDart,2026-08-11,0.25,haryana,58.29,666.0,pending
4131650,77120480614,BlueDart,2026-08-11,0.05,MAHARASHTRA,34.69,0.0,in_transit
4131651,34791187751914,ShipRocket,2026-08-11,0.13,Tamil Nadu,54.28,299.0,in_transit
4131652,77911744551,BlueDart,2026-08-11,0.07,West Bengal,58.29,444.0,in_transit
4131653,77911744562,BlueDart,2026-08-11,0.07,Bihar,58.29,444.0,in_transit
4131654,77911744573,BlueDart,2026-08-11,0.25,Delhi,58.29,599.0,in_transit
4131655,77911744584,BlueDart,2026-08-11,0.06,Delhi,58.29,399.0,in_transit
4131656,7D136001523,DTDC,2026-08-11,0.5,TELANGANA,29.5,0.0,in_transit
4131657,7X116210091,DTDC,2026-08-11,0.04,Gujarat,40.12,0.0,in_transit
4131658,DBTC0000029704,Ekart Logistics,2026-08-11,0.11,"Odisha,",57.82,349.0,in_transit
4131659,77911744595,BlueDart,2026-08-11,0.25,Karnataka,58.29,599.0,in_transit
4131660,I56484677,DTDC,2026-08-11,0.25,Rajasthan,50.74,699.0,in_transit
4131661,77911744606,BlueDart,2026-08-11,0.06,Bihar,58.29,399.0,in_transit
4131662,77911744610,BlueDart,2026-08-11,0.25,Uttar Pradesh,58.29,499.0,in_transit
4131663,77911744621,BlueDart,2026-08-11,0.25,Tamil Nadu,58.29,599.0,in_transit
4131664,77911744632,BlueDart,2026-08-11,0.12,RAJASTHAN,58.29,399.0,in_transit
4131665,77911744643,BlueDart,2026-08-11,0.25,West Bengal,58.29,499.0,in_transit
4131666,7X116210092,DTDC,2026-08-11,0.04,West Bengal,40.12,0.0,in_transit
4131667,34791187743470,ShipRocket,2026-08-11,0.25,Rajasthan,54.28,499.0,in_transit
4131668,77911744654,BlueDart,2026-08-11,0.25,Maharashtra,58.29,599.0,in_transit
4131669,7X116210093,DTDC,2026-08-11,2.0,Odisha,160.48,0.0,in_transit
4131670,7X116210094,DTDC,2026-08-11,0.14,KARNATAKA,40.12,0.0,in_transit
4131671,34791187743492,ShipRocket,2026-08-11,0.09,ANDHRA PRADESH,29.5,0.0,pending
4131672,7X116210095,DTDC,2026-08-11,0.1,TELANGANA,40.12,0.0,in_transit
4131673,77911744665,BlueDart,2026-08-11,0.05,Kerala,58.29,399.0,in_transit
4131674,7D136001524,DTDC,2026-08-11,0.25,JHARKHAND,29.5,0.0,in_transit
4131675,7D136001525,DTDC,2026-08-11,0.25,JAMMU & KASHMIR,29.5,0.0,pending
4131676,77911744676,BlueDart,2026-08-11,0.25,"Maharashtra,",58.29,499.0,in_transit
4131677,77911744691,BlueDart,2026-08-11,0.25,Gujarat,58.29,599.0,in_transit
4131678,7X116210096,DTDC,2026-08-11,0.24,Maharashtra,40.12,0.0,in_transit
4131679,77911744702,BlueDart,2026-08-11,0.16,Maharashtra,58.29,499.0,in_transit
4131680,77911744713,BlueDart,2026-08-11,0.16,Maharashtra,58.29,499.0,in_transit
4131681,77911744724,BlueDart,2026-08-11,0.17,Bihar,58.29,444.0,in_transit
4131682,77911744735,BlueDart,2026-08-11,0.17,Rajasthan,58.29,444.0,in_transit
4131683,7X116210097,DTDC,2026-08-11,0.04,GUJARAT,40.12,0.0,in_transit
4131684,77911744746,BlueDart,2026-08-11,0.11,Delhi,58.29,349.0,in_transit
4131685,77911744750,BlueDart,2026-08-11,0.11,Uttar Pradesh,58.29,349.0,in_transit
4131686,7X116210098,DTDC,2026-08-11,0.25,Tamil Nadu,40.12,0.0,pending
4131687,77120479811,BlueDart,2026-08-11,0.03,KARNATAKA,34.69,0.0,in_transit
4131688,I56484678,DTDC,2026-08-11,0.25,Rajasthan,50.74,699.0,in_transit
4131689,7X116210100,DTDC,2026-08-11,0.05,MAHARASHTRA,40.12,0.0,in_transit
4131690,7X116210104,DTDC,2026-08-11,0.08,DELHI,40.12,0.0,in_transit
4131691,34791187751925,ShipRocket,2026-08-11,0.25,Odisha,54.28,699.0,in_transit
4131692,7X116210105,DTDC,2026-08-11,0.25,HARYANA,40.12,0.0,in_transit
4131693,77911744761,BlueDart,2026-08-11,0.16,Karnataka,58.29,207.0,in_transit
4131694,7X116210107,DTDC,2026-08-11,0.04,Karnataka,40.12,0.0,in_transit
4131695,7X116210108,DTDC,2026-08-11,0.25,Punjab,40.12,0.0,in_transit
4131696,7X116210052,DTDC,2026-08-11,0.25,Maharashtra,40.12,0.0,in_transit
4131697,77911746264,BlueDart,2026-08-11,0.04,Sikkim,58.29,599.0,in_transit
4131698,DBTC0000029700,Ekart Logistics,2026-08-11,0.25,Maharashtra,57.82,744.0,in_transit
4131699,77911746275,BlueDart,2026-08-11,0.06,Karnataka,58.29,399.0,in_transit
4131700,7X116210053,DTDC,2026-08-11,0.07,Telangana,40.12,0.0,in_transit
4131701,7X116210054,DTDC,2026-08-11,0.25,HIMACHAL PRADESH,40.12,0.0,in_transit
4131702,77120479822,BlueDart,2026-08-11,0.06,Tamil Nadu,34.69,0.0,in_transit
4131703,7X116210055,DTDC,2026-08-11,0.07,Delhi,40.12,0.0,in_transit
4131704,7X116210056,DTDC,2026-08-11,0.25,Tamil Nadu,40.12,0.0,in_transit
4131705,7X116210057,DTDC,2026-08-11,0.07,Andhra Pradesh,40.12,0.0,in_transit
4131706,7X116210058,DTDC,2026-08-11,0.07,Kerala,40.12,0.0,in_transit
4131707,7X116210059,DTDC,2026-08-11,0.18,WEST BENGAL,40.12,0.0,in_transit
4131708,7X116210060,DTDC,2026-08-11,0.04,Assam,40.12,0.0,in_transit
4131709,7X116210061,DTDC,2026-08-11,0.25,Tamil Nadu,40.12,0.0,in_transit
4131710,77911746290,BlueDart,2026-08-11,0.06,Madhya Pradesh,58.29,329.0,in_transit
4131711,77911746312,BlueDart,2026-08-11,0.06,"Telangana,",58.29,349.0,in_transit
4131712,7D136001526,DTDC,2026-08-11,0.03,JAMMU & KASHMIR,29.5,0.0,in_transit
4131713,77911746334,BlueDart,2026-08-11,0.25,Rajasthan,58.29,699.0,in_transit
4131714,7X116210062,DTDC,2026-08-11,0.07,Karnataka,40.12,0.0,in_transit
4131715,77911746356,BlueDart,2026-08-11,0.06,Maharashtra,58.29,329.0,in_transit
4131716,77911746360,BlueDart,2026-08-11,0.25,Madhya Pradesh,58.29,699.0,in_transit
4131717,77911746371,BlueDart,2026-08-11,0.25,Uttar Pradesh,58.29,699.0,in_transit
4131718,77911746382,BlueDart,2026-08-11,0.06,Odisha,58.29,349.0,in_transit
4131719,77911746441,BlueDart,2026-08-11,0.25,Rajasthan,58.29,699.0,in_transit
4131720,77911746452,BlueDart,2026-08-11,0.25,Maharashtra,58.29,699.0,in_transit
4131721,DBTC0000029705,Ekart Logistics,2026-08-11,0.2,West bangal,57.82,1050.0,pending
4131722,77911746474,BlueDart,2026-08-11,0.25,Kerala,58.29,774.0,in_transit
4131723,77911746485,BlueDart,2026-08-11,0.2,Madhya Pradesh,58.29,1050.0,pending
4131724,7X116210063,DTDC,2026-08-11,0.25,Haryana,40.12,0.0,in_transit
4131725,77911746500,BlueDart,2026-08-11,0.05,Punjab,58.29,399.0,in_transit
4131726,77911746511,BlueDart,2026-08-11,0.24,Andhra Pradesh,72.28,2450.0,in_transit
4131727,CG204858965IN,India Post,2026-08-11,0.2,LADAKH,115.0,0.0,pending
4131728,34791187743595,ShipRocket,2026-08-11,0.24,Maharashtra,67.08,2450.0,pending
4131729,77911746522,BlueDart,2026-08-11,0.25,Karnataka,58.29,599.0,in_transit
4131730,77911746533,BlueDart,2026-08-11,0.23,Uttrapradesh,58.29,375.0,in_transit
4131731,34791187743621,ShipRocket,2026-08-11,0.15,Assam,29.5,0.0,in_transit
4131732,7X116210064,DTDC,2026-08-11,0.04,Assam,40.12,0.0,in_transit
4131733,77911746544,BlueDart,2026-08-11,0.06,Maharashtra,58.29,349.0,in_transit
4131734,77911746555,BlueDart,2026-08-11,0.2,Maharastra,58.29,727.0,in_transit
4131735,77911746566,BlueDart,2026-08-11,0.21,Rajasthan,58.29,1450.0,in_transit
4131736,77911746570,BlueDart,2026-08-11,0.25,Rajasthan,58.29,837.6,pending
4131737,DBTC0000029706,Ekart Logistics,2026-08-11,0.07,Karnataka,57.82,474.0,pending
4131738,77911746592,BlueDart,2026-08-11,0.2,Madhya Pradesh,58.29,1450.0,in_transit
4131739,77911746614,BlueDart,2026-08-11,0.05,Maharashtra,58.29,399.0,pending
4131740,77911746636,BlueDart,2026-08-11,0.05,"Karnataka,",58.29,399.0,in_transit
4131741,77911746640,BlueDart,2026-08-11,0.18,Maharastra,58.29,221.0,in_transit
4131742,7X116210065,DTDC,2026-08-11,0.23,Maharastra,40.12,0.0,in_transit
4131743,34791187751936,ShipRocket,2026-08-11,0.25,Jammu and Kashmir,54.28,699.0,in_transit
4131744,77911746651,BlueDart,2026-08-11,0.19,Uttarpradesh,58.29,856.0,in_transit
4131745,34791187743643,ShipRocket,2026-08-11,0.2,PUNJAB,29.5,0.0,in_transit
4131746,7X116210066,DTDC,2026-08-11,0.25,ANDHRA PRADESH,40.12,0.0,in_transit
4131747,34791187743654,ShipRocket,2026-08-11,0.11,Madhya Pradesh,54.28,349.0,in_transit
4131748,77911746662,BlueDart,2026-08-11,0.12,Uttar Pradesh,58.29,349.0,pending
4131749,77911746673,BlueDart,2026-08-11,0.23,Karnataka,58.29,999.0,in_transit
4131750,77911746684,BlueDart,2026-08-11,0.23,Rajasthan,58.29,999.0,in_transit
4131751,77911746695,BlueDart,2026-08-11,0.23,Gujarat,58.29,999.0,in_transit
4131752,77911746706,BlueDart,2026-08-11,0.23,Maharashtra,58.29,999.0,in_transit
4131753,77911746710,BlueDart,2026-08-11,0.23,Bihar,58.29,999.0,in_transit
4131754,77911746721,BlueDart,2026-08-11,0.23,Haryana,58.29,999.0,in_transit
4131755,633793,ShipRocket,2026-08-11,0.23,Uttarakhand,54.28,999.0,pending
4131756,7X116210067,DTDC,2026-08-11,0.06,Odisha,40.12,0.0,in_transit
4131757,34791187743676,ShipRocket,2026-08-11,0.11,"Uttar Pradesh,",54.28,349.0,pending
4131758,7X116210068,DTDC,2026-08-11,0.06,Maharashtra,40.12,0.0,in_transit
4131759,7X116210069,DTDC,2026-08-11,0.25,Chandigarh,40.12,0.0,in_transit
4131760,34791187743680,ShipRocket,2026-08-11,0.23,Jammu and Kashmir,54.28,999.0,pending
4131761,I56484684,DTDC,2026-08-11,0.25,Kerala,53.1,699.0,in_transit
4131762,77911746732,BlueDart,2026-08-11,0.23,Delhi,58.29,999.0,in_transit
4131763,7X116210070,DTDC,2026-08-11,0.25,Maharashtra,40.12,0.0,pending
4131764,7D136001528,DTDC,2026-08-11,0.5,Maharashtra,29.5,0.0,in_transit
